FLUX;14212;72.00
PRES;5182;65.00
FLUX;21141;1.00
VIBR;9643;8.00
PRES;17352;53.00
VIBR;9560;33.00
TEMP;25259;31.00
VIBR;3012;58.00
UMID;3376;27.00
VIBR;24017;95.00
VIBR;2750;77.00
TEMP;23287;99.00
VIBR;16234;88.00
PRES;8778;33.00
PRES;29376;60.00
FLUX;21519;71.00
TEMP;12203;13.00
PRES;14545;76.00
PRES;27476;36.00
UMID;14399;66.00
TEMP;16146;59.00
FLUX;14636;39.00
VIBR;9671;80.00
FLUX;12688;30.00
UMID;26428;13.00
VIBR;2145;0.00
UMID;15441;5.00
VIBR;17549;43.00
UMID;19751;29.00
FLUX;11144;30.00
TEMP;1676;46.00
FLUX;14124;36.00
UMID;30283;10.00
UMID;32213;59.00
FLUX;30260;46.00
UMID;6400;72.00
VIBR;31734;65.00
VIBR;5600;57.00
PRES;30753;55.00
FLUX;22685;99.00
TEMP;22760;71.00
VIBR;26167;61.00
FLUX;5505;93.00
UMID;4682;81.00
PRES;11567;33.00
TEMP;25893;80.00
PRES;20825;48.00
FLUX;1004;84.00
UMID;5187;81.00
FLUX;18371;64.00
VIBR;32317;67.00
TEMP;21042;73.00
UMID;26980;29.00
UMID;7232;71.00
TEMP;2126;21.00
UMID;2813;44.00
UMID;5683;35.00
TEMP;20333;51.00
PRES;28532;66.00
PRES;4370;25.00
UMID;18319;56.00
VIBR;27019;64.00
UMID;28125;10.00
TEMP;23810;93.00
PRES;9394;19.00
FLUX;3672;91.00
TEMP;1717;41.00
PRES;16216;5.00
TEMP;25739;16.00
TEMP;3158;50.00
VIBR;31015;7.00
TEMP;4099;92.00
VIBR;23901;28.00
TEMP;1886;36.00
PRES;21395;12.00
PRES;30470;32.00
VIBR;27288;20.00
TEMP;2661;58.00
UMID;8976;91.00
FLUX;14943;83.00
TEMP;17654;38.00
UMID;3213;10.00
VIBR;31524;63.00
PRES;15668;83.00
VIBR;10457;31.00
TEMP;13679;64.00
TEMP;20929;7.00
PRES;7236;71.00
TEMP;26340;54.00
PRES;27814;63.00
UMID;27523;23.00
PRES;5004;7.00
FLUX;15064;32.00
TEMP;158;45.00
UMID;21544;30.00
TEMP;6455;5.00
TEMP;1200;37.00
TEMP;28830;17.00
FLUX;8015;13.00
PRES;22987;25.00
PRES;16383;62.00
PRES;9748;4.00
TEMP;28020;88.00
FLUX;401;30.00
PRES;21896;75.00
UMID;10527;83.00
FLUX;28972;92.00
UMID;32580;43.00
UMID;8990;11.00
FLUX;7266;12.00
TEMP;28828;25.00
TEMP;11261;90.00
TEMP;21949;75.00
VIBR;3079;23.00
FLUX;32575;93.00
TEMP;1118;2.00
PRES;29161;79.00
UMID;23568;2.00
PRES;27608;21.00
FLUX;24317;98.00
FLUX;9799;15.00
FLUX;25061;67.00
UMID;7860;59.00
FLUX;19475;52.00
PRES;17529;33.00
UMID;29978;97.00
PRES;25636;4.00
UMID;2661;8.00
PRES;31806;38.00
UMID;897;34.00
VIBR;24378;71.00
VIBR;15729;30.00
VIBR;13513;47.00
FLUX;29808;92.00
VIBR;8387;61.00
PRES;20700;1.00
UMID;8288;29.00
VIBR;26450;66.00
VIBR;7812;75.00
UMID;13595;17.00
TEMP;26168;28.00
TEMP;6515;45.00
UMID;1719;21.00
VIBR;24928;87.00
PRES;32400;19.00
FLUX;32520;82.00
UMID;11207;40.00
TEMP;18119;51.00
PRES;7436;83.00
TEMP;23421;53.00
UMID;1099;11.00
UMID;8385;15.00
VIBR;17747;39.00
UMID;25858;63.00
FLUX;31553;74.00
TEMP;20160;41.00
TEMP;26091;59.00
FLUX;16215;97.00
TEMP;3211;36.00
UMID;8995;65.00
TEMP;5459;8.00
FLUX;22999;37.00
FLUX;27054;38.00
FLUX;21347;97.00
TEMP;19809;75.00
TEMP;31939;41.00
FLUX;8905;95.00
UMID;30078;21.00
PRES;16606;76.00
TEMP;4559;57.00
VIBR;4051;17.00
UMID;13987;39.00
PRES;10079;18.00
VIBR;29682;77.00
VIBR;30232;80.00
FLUX;14111;51.00
UMID;7014;76.00
TEMP;21097;35.00
FLUX;9717;2.00
VIBR;14216;30.00
TEMP;26296;6.00
UMID;29452;38.00
UMID;3282;59.00
TEMP;807;32.00
VIBR;22784;84.00
FLUX;24533;56.00
VIBR;30560;17.00
PRES;17322;94.00
UMID;1189;2.00
FLUX;19373;76.00
VIBR;20;27.00
VIBR;10761;1.00
VIBR;32231;38.00
TEMP;14969;95.00
VIBR;26083;87.00
TEMP;6328;46.00
PRES;30784;70.00
TEMP;14436;36.00
UMID;18239;49.00
PRES;15118;2.00
TEMP;24057;18.00
VIBR;11374;61.00
VIBR;32081;91.00
PRES;13813;5.00
PRES;15883;16.00
TEMP;4661;80.00
TEMP;4983;1.00
TEMP;24019;53.00
FLUX;11319;25.00
FLUX;9986;71.00
FLUX;5888;92.00
PRES;7607;47.00
TEMP;28520;36.00
PRES;22038;64.00
VIBR;15141;42.00
UMID;31687;58.00
VIBR;6727;52.00
VIBR;28726;21.00
PRES;3403;84.00
PRES;26345;79.00
PRES;27168;11.00
FLUX;31348;18.00
TEMP;13687;45.00
TEMP;14768;69.00
PRES;2036;24.00
TEMP;8255;79.00
PRES;32529;73.00
PRES;7816;76.00
TEMP;2014;85.00
PRES;5293;7.00
FLUX;9693;88.00
PRES;16677;16.00
VIBR;17066;22.00
VIBR;28423;85.00
UMID;9014;52.00
TEMP;31016;19.00
PRES;26035;84.00
FLUX;20117;83.00
TEMP;30604;21.00
UMID;23059;95.00
FLUX;21756;82.00
VIBR;20907;77.00
VIBR;11295;8.00
FLUX;21614;25.00
FLUX;15250;84.00
UMID;11251;60.00
FLUX;2301;75.00
TEMP;21562;97.00
PRES;26144;18.00
UMID;26620;98.00
VIBR;15161;22.00
UMID;2198;8.00
PRES;17363;24.00
TEMP;8195;91.00
PRES;26476;21.00
PRES;16559;82.00
PRES;10608;74.00
PRES;14849;61.00
PRES;25713;69.00
UMID;2540;65.00
UMID;12978;58.00
UMID;29428;12.00
TEMP;6747;40.00
TEMP;31578;62.00
PRES;24041;67.00
TEMP;17777;10.00
FLUX;16826;5.00
VIBR;23124;33.00
VIBR;15823;5.00
TEMP;30570;65.00
VIBR;32527;35.00
VIBR;1143;39.00
FLUX;23981;75.00
UMID;23355;77.00
UMID;5772;62.00
UMID;19141;30.00
TEMP;13230;88.00
FLUX;4091;72.00
VIBR;13328;67.00
TEMP;10775;81.00
PRES;15747;29.00
TEMP;19712;4.00
FLUX;865;60.00
UMID;3272;36.00
PRES;9015;70.00
TEMP;1203;88.00
UMID;5291;88.00
FLUX;414;51.00
TEMP;31827;32.00
UMID;27286;17.00
UMID;18745;26.00
PRES;5115;35.00
FLUX;4917;22.00
FLUX;10386;23.00
FLUX;17522;64.00
FLUX;12613;69.00
VIBR;17069;7.00
PRES;20357;82.00
VIBR;7445;2.00
PRES;18322;42.00
FLUX;18905;55.00
PRES;20235;27.00
TEMP;19128;8.00
TEMP;2455;6.00
PRES;12865;36.00
UMID;140;68.00
TEMP;2942;13.00
VIBR;978;72.00
TEMP;9269;75.00
TEMP;4485;71.00
PRES;15895;29.00
FLUX;28406;1.00
VIBR;17766;43.00
TEMP;22811;21.00
PRES;27645;74.00
TEMP;27543;1.00
TEMP;32195;38.00
VIBR;25820;84.00
TEMP;32748;41.00
TEMP;4886;79.00
TEMP;16022;54.00
FLUX;18647;96.00
UMID;25762;81.00
PRES;2510;19.00
VIBR;10206;34.00
UMID;32479;35.00
VIBR;2008;21.00
VIBR;32382;29.00
PRES;10222;33.00
VIBR;24859;88.00
UMID;32128;78.00
UMID;17145;19.00
FLUX;28998;66.00
UMID;3026;20.00
VIBR;16191;72.00
VIBR;27148;16.00
UMID;25265;5.00
UMID;12916;13.00
VIBR;17453;6.00
FLUX;5807;40.00
TEMP;15775;61.00
TEMP;13291;38.00
FLUX;27851;35.00
TEMP;26736;79.00
FLUX;18116;55.00
UMID;31266;36.00
TEMP;32580;23.00
FLUX;12571;45.00
PRES;11504;70.00
VIBR;28886;8.00
TEMP;12264;77.00
PRES;24494;97.00
UMID;21041;32.00
FLUX;8092;81.00
TEMP;29157;18.00
TEMP;19579;29.00
PRES;21286;36.00
UMID;13107;60.00
FLUX;3143;34.00
PRES;21150;26.00
VIBR;26790;13.00
PRES;523;81.00
VIBR;12081;18.00
PRES;25249;52.00
FLUX;32657;94.00
UMID;22549;52.00
VIBR;1372;54.00
PRES;31341;81.00
UMID;8948;98.00
TEMP;5580;80.00
TEMP;32209;0.00
PRES;11892;69.00
TEMP;5219;22.00
PRES;28291;19.00
FLUX;18914;25.00
FLUX;12316;29.00
UMID;11923;69.00
TEMP;20976;70.00
FLUX;19310;51.00
VIBR;32109;29.00
UMID;28214;36.00
TEMP;19705;42.00
PRES;28501;59.00
UMID;9726;66.00
UMID;15643;34.00
VIBR;28093;88.00
FLUX;12344;36.00
VIBR;20764;20.00
FLUX;23429;2.00
FLUX;30438;98.00
TEMP;15733;28.00
UMID;28988;39.00
TEMP;970;87.00
VIBR;28205;87.00
FLUX;610;21.00
UMID;20643;1.00
FLUX;9264;19.00
VIBR;21037;79.00
TEMP;2504;15.00
FLUX;25427;8.00
TEMP;19203;3.00
PRES;876;73.00
PRES;31138;36.00
FLUX;2615;5.00
FLUX;8442;23.00
FLUX;11430;69.00
FLUX;8982;76.00
VIBR;13202;96.00
PRES;3531;29.00
TEMP;13916;17.00
PRES;25267;15.00
FLUX;1188;21.00
PRES;25356;95.00
TEMP;4508;57.00
PRES;19692;80.00
UMID;30878;42.00
PRES;10573;4.00
FLUX;26130;10.00
UMID;25301;52.00
VIBR;8392;62.00
PRES;27506;59.00
TEMP;28495;38.00
VIBR;19228;26.00
VIBR;29168;10.00
FLUX;7253;3.00
TEMP;5464;65.00
FLUX;19273;4.00
VIBR;19222;78.00
TEMP;29339;46.00
UMID;3186;18.00
TEMP;32057;82.00
VIBR;8532;67.00
PRES;22230;17.00
VIBR;2091;69.00
TEMP;31960;38.00
FLUX;32018;70.00
UMID;16347;86.00
VIBR;19884;4.00
PRES;2589;92.00
PRES;13418;84.00
VIBR;6501;55.00
UMID;12605;72.00
UMID;23371;55.00
UMID;3801;0.00
PRES;4331;95.00
TEMP;19225;74.00
UMID;7014;32.00
FLUX;15911;73.00
VIBR;25790;59.00
TEMP;28531;38.00
VIBR;20722;29.00
UMID;22680;33.00
FLUX;4454;23.00
TEMP;13767;50.00
VIBR;10482;17.00
PRES;16467;73.00
VIBR;31037;49.00
PRES;7013;79.00
UMID;25120;63.00
FLUX;9234;66.00
VIBR;25163;69.00
VIBR;3387;64.00
TEMP;21609;16.00
UMID;1290;88.00
FLUX;26212;6.00
PRES;25827;43.00
TEMP;20651;77.00
UMID;28189;34.00
VIBR;12671;92.00
FLUX;9452;56.00
TEMP;21681;44.00
TEMP;18493;28.00
FLUX;10841;3.00
UMID;108;36.00
VIBR;20334;26.00
UMID;30755;28.00
VIBR;24906;43.00
VIBR;31174;35.00
UMID;29049;74.00
FLUX;12592;70.00
TEMP;24935;85.00
TEMP;9399;0.00
FLUX;17865;16.00
UMID;10659;90.00
UMID;16344;69.00
UMID;22438;29.00
FLUX;3761;21.00
TEMP;7164;61.00
UMID;1402;57.00
PRES;22573;97.00
FLUX;8989;45.00
UMID;16815;31.00
TEMP;20152;41.00
VIBR;20194;69.00
TEMP;18446;4.00
TEMP;13069;96.00
VIBR;15781;83.00
FLUX;3690;76.00
FLUX;16979;42.00
PRES;22638;75.00
PRES;6750;77.00
PRES;31168;78.00
FLUX;7305;69.00
UMID;22690;22.00
UMID;15774;9.00
VIBR;5569;75.00
VIBR;23892;33.00
UMID;12442;71.00
VIBR;8610;5.00
TEMP;4604;35.00
FLUX;10719;99.00
VIBR;24658;75.00
TEMP;13631;16.00
FLUX;21687;97.00
VIBR;4241;9.00
PRES;22785;69.00
UMID;19777;31.00
PRES;22084;52.00
FLUX;30736;25.00
UMID;6275;98.00
FLUX;20485;27.00
PRES;22405;24.00
FLUX;28282;46.00
UMID;7686;15.00
VIBR;30553;71.00
PRES;16317;74.00
TEMP;21730;75.00
PRES;9203;10.00
TEMP;17555;65.00
TEMP;11673;82.00
UMID;8968;36.00
PRES;19231;85.00
VIBR;751;38.00
VIBR;1918;10.00
PRES;16221;70.00
FLUX;9010;56.00
TEMP;29741;46.00
FLUX;5908;63.00
UMID;10038;95.00
TEMP;15446;82.00
PRES;875;0.00
FLUX;31762;22.00
UMID;25422;26.00
PRES;11812;86.00
UMID;6719;54.00
FLUX;587;28.00
FLUX;1153;51.00
TEMP;16331;18.00
FLUX;29720;0.00
TEMP;9977;53.00
FLUX;9415;45.00
FLUX;7553;71.00
VIBR;3030;39.00
PRES;22856;64.00
TEMP;10350;11.00
PRES;18222;39.00
TEMP;32679;57.00
VIBR;16933;34.00
TEMP;15259;81.00
UMID;9302;48.00
TEMP;1827;10.00
UMID;8008;20.00
VIBR;18435;80.00
FLUX;26951;34.00
PRES;22443;57.00
VIBR;32127;42.00
TEMP;24293;48.00
UMID;14724;47.00
UMID;4862;60.00
VIBR;24125;40.00
VIBR;21322;17.00
PRES;13168;17.00
PRES;7196;8.00
TEMP;5218;33.00
FLUX;128;80.00
UMID;20798;0.00
PRES;28254;13.00
VIBR;25675;65.00
FLUX;30931;2.00
FLUX;19223;60.00
PRES;21206;20.00
FLUX;13084;51.00
PRES;6286;2.00
VIBR;26253;30.00
FLUX;4068;10.00
UMID;20813;95.00
TEMP;14641;0.00
FLUX;24384;35.00
FLUX;28441;93.00
UMID;11378;29.00
UMID;243;45.00
UMID;21710;16.00
TEMP;13648;52.00
TEMP;29775;75.00
UMID;2682;41.00
VIBR;27135;36.00
PRES;26889;12.00
FLUX;32539;88.00
TEMP;24793;3.00
TEMP;304;7.00
UMID;775;40.00
UMID;30995;85.00
FLUX;3017;15.00
VIBR;16895;15.00
VIBR;25901;97.00
PRES;11074;18.00
TEMP;10283;48.00
TEMP;21560;73.00
UMID;13206;43.00
PRES;25999;16.00
FLUX;18622;7.00
VIBR;31744;1.00
TEMP;27634;99.00
TEMP;22535;83.00
TEMP;6941;12.00
TEMP;831;17.00
FLUX;22312;30.00
FLUX;26475;63.00
PRES;3323;88.00
TEMP;7250;78.00
FLUX;12584;25.00
PRES;18684;24.00
FLUX;28065;20.00
UMID;10737;56.00
VIBR;8975;62.00
TEMP;29061;41.00
UMID;18342;4.00
FLUX;6237;49.00
UMID;27521;2.00
TEMP;9130;11.00
PRES;28401;2.00
PRES;13262;44.00
TEMP;20803;83.00
VIBR;10607;78.00
PRES;32492;56.00
PRES;10268;26.00
VIBR;15383;95.00
VIBR;1291;56.00
TEMP;17673;51.00
VIBR;5547;24.00
PRES;4060;74.00
VIBR;9454;94.00
UMID;21370;58.00
VIBR;26523;19.00
TEMP;9701;29.00
PRES;26384;76.00
FLUX;14380;91.00
TEMP;22320;37.00
PRES;153;1.00
TEMP;30587;83.00
UMID;5124;0.00
TEMP;18558;93.00
UMID;5451;59.00
PRES;22043;34.00
VIBR;3676;93.00
VIBR;27737;62.00
PRES;18523;19.00
PRES;4036;81.00
VIBR;24768;0.00
PRES;21372;11.00
UMID;30605;50.00
VIBR;30339;32.00
VIBR;30437;77.00
VIBR;24311;61.00
TEMP;11944;55.00
UMID;25897;3.00
PRES;24297;56.00
VIBR;14813;76.00
VIBR;25170;87.00
FLUX;23061;4.00
FLUX;1489;72.00
UMID;18478;99.00
TEMP;19754;37.00
FLUX;30017;78.00
FLUX;31807;94.00
UMID;14082;43.00
TEMP;19239;31.00
PRES;9616;74.00
FLUX;16243;17.00
VIBR;6647;22.00
VIBR;20272;93.00
FLUX;4437;76.00
TEMP;17028;12.00
VIBR;16860;13.00
FLUX;20219;89.00
FLUX;1574;31.00
UMID;13278;17.00
PRES;14493;98.00
FLUX;16682;45.00
TEMP;31714;95.00
UMID;15102;46.00
UMID;3697;3.00
FLUX;2467;38.00
TEMP;30464;53.00
PRES;10861;58.00
FLUX;25666;19.00
VIBR;28719;70.00
TEMP;22041;49.00
VIBR;25082;81.00
TEMP;24412;6.00
FLUX;32085;11.00
FLUX;22200;44.00
UMID;23867;64.00
VIBR;29273;8.00
UMID;22904;8.00
PRES;23904;21.00
TEMP;10821;72.00
VIBR;10060;9.00
TEMP;2607;47.00
UMID;19678;73.00
TEMP;17578;73.00
PRES;22316;0.00
TEMP;10724;88.00
TEMP;30929;96.00
VIBR;4275;42.00
TEMP;31362;48.00
UMID;30128;37.00
FLUX;32630;71.00
VIBR;29406;39.00
VIBR;32598;18.00
FLUX;19828;3.00
TEMP;5816;52.00
PRES;16282;38.00
VIBR;20566;52.00
UMID;571;5.00
PRES;6263;68.00
TEMP;32577;74.00
FLUX;31047;78.00
TEMP;3791;74.00
UMID;23063;7.00
VIBR;16982;76.00
PRES;5297;32.00
VIBR;5785;0.00
PRES;6987;11.00
TEMP;511;79.00
FLUX;28357;84.00
FLUX;18109;66.00
TEMP;6179;74.00
UMID;18628;63.00
PRES;2449;32.00
TEMP;30070;10.00
TEMP;2644;94.00
UMID;8073;5.00
TEMP;28263;94.00
TEMP;7086;8.00
PRES;9670;70.00
VIBR;31433;1.00
VIBR;30858;86.00
FLUX;1249;46.00
UMID;23651;99.00
PRES;9236;12.00
TEMP;1307;41.00
TEMP;20786;25.00
PRES;29982;54.00
UMID;23499;91.00
TEMP;13378;32.00
FLUX;9678;11.00
VIBR;16961;85.00
PRES;12057;88.00
PRES;10143;26.00
UMID;10113;29.00
VIBR;762;1.00
FLUX;15924;8.00
UMID;27122;82.00
VIBR;7061;10.00
VIBR;15400;90.00
PRES;28373;96.00
TEMP;27657;95.00
VIBR;19186;69.00
TEMP;5218;61.00
UMID;18164;56.00
UMID;17130;42.00
PRES;883;13.00
VIBR;32584;40.00
UMID;27592;89.00
PRES;4929;54.00
TEMP;21382;79.00
UMID;17422;59.00
VIBR;254;71.00
TEMP;22028;97.00
UMID;23558;84.00
FLUX;11077;78.00
FLUX;25656;83.00
FLUX;25220;10.00
VIBR;21596;23.00
UMID;24555;80.00
UMID;200;98.00
VIBR;26957;21.00
VIBR;7380;43.00
VIBR;20405;71.00
UMID;14254;93.00
UMID;19681;75.00
PRES;31548;66.00
FLUX;5788;31.00
UMID;6094;50.00
VIBR;825;63.00
UMID;24002;22.00
VIBR;16805;88.00
PRES;25205;32.00
FLUX;27837;97.00
FLUX;16399;80.00
VIBR;29940;10.00
FLUX;6158;55.00
UMID;19566;9.00
FLUX;3743;34.00
UMID;16659;67.00
PRES;2336;71.00
UMID;19793;26.00
PRES;9315;72.00
TEMP;13183;61.00
UMID;10123;25.00
VIBR;16670;91.00
VIBR;16025;43.00
FLUX;28275;25.00
PRES;5122;1.00
UMID;1065;98.00
VIBR;745;45.00
UMID;21497;7.00
UMID;9163;6.00
FLUX;12944;84.00
PRES;29636;79.00
TEMP;4141;74.00
PRES;23222;84.00
TEMP;6821;69.00
TEMP;28409;57.00
VIBR;3795;62.00
PRES;5467;1.00
PRES;6301;61.00
FLUX;4760;70.00
UMID;10267;65.00
TEMP;24471;66.00
FLUX;18298;45.00
FLUX;9227;35.00
TEMP;4275;50.00
UMID;13128;43.00
TEMP;13109;50.00
FLUX;21873;83.00
VIBR;22797;20.00
VIBR;6983;92.00
FLUX;30768;15.00
PRES;1341;95.00
PRES;2034;11.00
VIBR;30374;14.00
PRES;31706;62.00
UMID;21519;71.00
PRES;7239;75.00
FLUX;22571;46.00
VIBR;10915;41.00
TEMP;11474;83.00
PRES;542;17.00
FLUX;15883;72.00
VIBR;26402;25.00
UMID;6934;86.00
PRES;18175;66.00
TEMP;7658;19.00
VIBR;5764;43.00
UMID;2991;81.00
PRES;6520;97.00
VIBR;275;35.00
PRES;30263;2.00
UMID;21390;52.00
UMID;24546;65.00
TEMP;11507;79.00
VIBR;9943;20.00
VIBR;6366;79.00
UMID;29301;48.00
UMID;5083;88.00
TEMP;6232;93.00
VIBR;31330;86.00
VIBR;17550;30.00
UMID;2551;94.00
VIBR;17268;56.00
PRES;4365;32.00
TEMP;2367;81.00
TEMP;31368;39.00
UMID;23639;76.00
PRES;10211;40.00
PRES;7959;16.00
TEMP;6505;61.00
UMID;27273;35.00
TEMP;17934;33.00
PRES;20275;93.00
TEMP;19648;7.00
TEMP;29211;28.00
PRES;26436;57.00
PRES;11140;4.00
UMID;19203;54.00
TEMP;6677;66.00
FLUX;32343;60.00
VIBR;6242;77.00
TEMP;10542;76.00
UMID;31774;31.00
FLUX;7709;83.00
VIBR;19794;57.00
VIBR;21826;14.00
PRES;2412;3.00
UMID;25729;94.00
FLUX;22803;72.00
FLUX;14592;76.00
FLUX;12526;46.00
PRES;1002;65.00
UMID;29934;46.00
PRES;230;17.00
TEMP;12984;15.00
VIBR;1739;75.00
TEMP;13117;44.00
UMID;17258;15.00
PRES;19630;14.00
UMID;10635;50.00
FLUX;21820;60.00
UMID;1141;59.00
VIBR;11379;35.00
TEMP;26262;3.00
VIBR;21520;24.00
VIBR;20770;36.00
VIBR;21140;57.00
FLUX;4291;70.00
PRES;26900;63.00
TEMP;28599;82.00
TEMP;21232;30.00
TEMP;6121;21.00
UMID;8555;9.00
VIBR;24548;1.00
PRES;7786;32.00
UMID;21436;6.00
TEMP;18626;92.00
UMID;10042;16.00
VIBR;16850;59.00
UMID;28908;9.00
FLUX;14180;63.00
UMID;9709;36.00
VIBR;17935;24.00
UMID;23680;62.00
FLUX;20356;70.00
PRES;28622;37.00
TEMP;7569;46.00
FLUX;18799;52.00
TEMP;13766;79.00
FLUX;25986;75.00
VIBR;19190;99.00
TEMP;11391;85.00
VIBR;4366;36.00
TEMP;2567;83.00
PRES;11514;30.00
VIBR;19042;70.00
VIBR;23948;1.00
PRES;20585;31.00
UMID;7076;83.00
UMID;13326;66.00
FLUX;7943;7.00
VIBR;24000;91.00
VIBR;17069;91.00
PRES;19804;32.00
UMID;32361;73.00
PRES;31597;66.00
FLUX;25908;0.00
UMID;14820;55.00
VIBR;7819;10.00
PRES;13716;97.00
TEMP;30368;59.00
TEMP;19478;88.00
PRES;13378;64.00
VIBR;25052;19.00
FLUX;13524;92.00
PRES;21148;47.00
VIBR;11689;60.00
UMID;2661;21.00
FLUX;12185;39.00
VIBR;24559;39.00
FLUX;29872;66.00
TEMP;30986;34.00
TEMP;26951;37.00
TEMP;26680;26.00
TEMP;6373;91.00
FLUX;24280;10.00
TEMP;31925;33.00
VIBR;20841;52.00
UMID;27777;84.00
PRES;21453;15.00
TEMP;29795;59.00
UMID;20891;77.00
FLUX;24757;53.00
FLUX;10965;68.00
PRES;16101;65.00
PRES;14249;69.00
VIBR;11573;85.00
TEMP;22017;42.00
FLUX;27794;48.00
TEMP;31244;53.00
FLUX;3845;68.00
PRES;22281;28.00
PRES;8814;98.00
PRES;10232;72.00
TEMP;10883;51.00
VIBR;30724;87.00
UMID;28244;90.00
PRES;6328;11.00
VIBR;23733;59.00
VIBR;18533;9.00
PRES;26727;4.00
VIBR;30022;12.00
UMID;2004;90.00
VIBR;6713;21.00
PRES;19897;6.00
FLUX;30766;7.00
UMID;10008;61.00
TEMP;31646;79.00
PRES;60;18.00
TEMP;32675;46.00
FLUX;13765;69.00
PRES;26758;93.00
VIBR;6121;81.00
TEMP;19938;88.00
PRES;13685;67.00
UMID;12461;34.00
VIBR;28975;63.00
VIBR;5063;49.00
VIBR;24487;30.00
TEMP;19928;50.00
PRES;25759;61.00
TEMP;8621;80.00
FLUX;20104;77.00
FLUX;9807;86.00
UMID;5076;95.00
FLUX;23178;7.00
TEMP;10497;41.00
PRES;30620;52.00
VIBR;30631;70.00
TEMP;17737;70.00
FLUX;7680;96.00
PRES;25989;38.00
UMID;7059;17.00
TEMP;22634;27.00
FLUX;15114;2.00
TEMP;26950;84.00
VIBR;12901;67.00
TEMP;23512;53.00
TEMP;27136;67.00
FLUX;7443;99.00
TEMP;28712;21.00
PRES;32010;85.00
TEMP;8753;57.00
TEMP;8141;52.00
UMID;21839;57.00
VIBR;29020;77.00
